time(s),current(A),potential(V),frequency(Hz),amplitude(A)
0.96435546875,-0.281534073685286,-0.102497179574893,,
0.966796875,-0.282189027062514,-0.10282402246081,,
0.96923828125,-0.282649798282675,-0.103162823216387,,
0.9716796875,-0.283047689821287,-0.103526688865891,,
0.97412109375,-0.283841913898142,-0.103820605974205,,
0.9765625,-0.283762751323851,-0.104099067785799,,
0.97900390625,-0.28439674480723,-0.104392851658797,,
0.9814453125,-0.284471750047203,-0.104669847881908,,
0.98388671875,-0.284857689249653,-0.1048734314456,,
0.986328125,-0.285162387210654,-0.105093136482594,,
0.98876953125,-0.285100893307211,-0.10525540044374,,
0.9912109375,-0.284604957967618,-0.105407838300291,,
0.99365234375,-0.284815076572901,-0.105456335955516,,
0.99609375,-0.284860807250391,-0.105578912446743,,
0.99853515625,-0.284455423848895,-0.105821001016919,,
1.0009765625,-0.284179524089154,-0.105759962587523,,
1.00341796875,-0.28390531324648,-0.105929038204228,,
1.005859375,-0.283658298299131,-0.105793004946028,,
1.00830078125,-0.283251572425094,-0.105821400722868,,
1.0107421875,-0.282373681995105,-0.105849779845294,,
1.01318359375,-0.281659703131685,-0.105694427466194,,
1.015625,-0.28124843017324,-0.105702288349871,,
1.01806640625,-0.280311124506966,-0.105502435375043,,
1.0205078125,-0.279419592823748,-0.105415699183967,,
1.02294921875,-0.278707302877395,-0.105348815055058,,
1.025390625,-0.277816550694361,-0.105087407363983,,
1.02783203125,-0.276774099114315,-0.104868368503571,,
1.0302734375,-0.275758843429593,-0.104739529952465,,
1.03271484375,-0.274413556027875,-0.104579514337286,,
1.03515625,-0.273279859620678,-0.104262014577942,,
1.03759765625,-0.272038765410286,-0.10399314570914,,
1.0400390625,-0.270911564837959,-0.103751456844915,,
1.04248046875,-0.269214852769737,-0.103342574312831,,
1.044921875,-0.267904253126229,-0.102991082893352,,
1.04736328125,-0.266351142314215,-0.102641606658036,,
1.0498046875,-0.264826959620158,-0.102384978783941,,
1.05224609375,-0.263159348892157,-0.101905065173721,,
1.0546875,-0.26134016868384,-0.101454196862508,,
1.05712890625,-0.259743059416969,-0.101018117671433,,
1.0595703125,-0.257799548929227,-0.100430566579853,,
1.06201171875,-0.256067326297045,-0.100096545641257,,
1.064453125,-0.253941499377266,-0.0995664189711105,,
1.06689453125,-0.251913586341771,-0.0989448762193947,,
1.0693359375,-0.249954615767037,-0.0984749552579154,,
1.07177734375,-0.247821730040032,-0.0978736309654864,,
1.07421875,-0.245575730175145,-0.09722718986399,,
1.07666015625,-0.243462721702844,-0.0967468765478197,,
1.0791015625,-0.241122532232333,-0.095959056121047,,
1.08154296875,-0.238587597632398,-0.0953445748411088,,
1.083984375,-0.236156942834921,-0.0947409022762256,,
1.08642578125,-0.23363590932161,-0.0939632077335109,,
1.0888671875,-0.231154760234404,-0.0932751472500066,,
1.09130859375,-0.228574831151599,-0.0925306449555277,,
1.09375,-0.226084587895575,-0.0917946530668941,,
1.09619140625,-0.223017514503034,-0.0910212220543087,,
1.0986328125,-0.220504232686002,-0.0901565248498857,,
1.10107421875,-0.217611594112522,-0.0893588450096878,,
1.103515625,-0.214831550010133,-0.0885505063441663,,
1.10595703125,-0.21186927608684,-0.0876259864826112,,
1.1083984375,-0.2088808456018,-0.086792999283527,,
1.11083984375,-0.205947326574201,-0.0858237123556105,,
1.11328125,-0.202846474840332,-0.0849772683895549,,
1.11572265625,-0.199890610140778,-0.084091769821335,,
1.1181640625,-0.196570415716109,-0.0830360298273907,,
1.12060546875,-0.193583933981531,-0.0820193111267811,,
1.123046875,-0.190273483309169,-0.0809977959547759,,
1.12548828125,-0.18706332832721,-0.0800302410859746,,
